type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
verbe;A2;;gestalten;concevoir, façonner;to design, to shape;Ich gestalte die Webseite neu.;Je reconçois le site web.;I'm redesigning the website.
verbe;A2;;sich gewöhnen;s'habituer;to get used to;Ich gewöhne mich an das Klima.;Je m'habitue au climat.;I'm getting used to the climate.
verbe;A2;;gratulieren;féliciter;to congratulate;Ich gratuliere dir zum Geburtstag.;Je te félicite pour ton anniversaire.;I congratulate you on your birthday.
verbe;A2;;handeln;agir;to act;Ich handle sofort.;J'agis tout de suite.;I act right away.
verbe;A2;;herausfinden;découvrir, tirer au clair;to find out;Ich finde die Wahrheit heraus.;Je découvre la vérité.;I'm finding out the truth.
verbe;A2;;herstellen;fabriquer;to manufacture, to produce;Die Firma stellt Autos her.;L'entreprise fabrique des voitures.;The company manufactures cars.
verbe;A2;;hinweisen;signaler;to point out;Ich weise auf das Problem hin.;Je signale le problème.;I'm pointing out the problem.
verbe;A2;;hoffen;espérer;to hope;Ich hoffe auf gutes Wetter.;J'espère qu'il fera beau.;I'm hoping for good weather.
verbe;A2;;informieren;informer;to inform;Ich informiere dich über die Neuigkeiten.;Je t'informe des nouvelles.;I inform you about the news.
verbe;A2;;installieren;installer;to install;Ich installiere die App.;J'installe l'application.;I'm installing the app.
verbe;A2;;interessieren;intéresser;to interest;Das Thema interessiert mich.;Le sujet m'intéresse.;The topic interests me.
verbe;A2;;investieren;investir;to invest;Ich investiere Geld in Aktien.;J'investis de l'argent en actions.;I invest money in stocks.
verbe;A2;;klingen;sonner, avoir l'air;to sound;Das klingt gut.;Ça sonne bien.;That sounds good.
verbe;A2;;kontrollieren;contrôler;to check, to control;Ich kontrolliere die Tickets.;Je contrôle les billets.;I'm checking the tickets.
verbe;A2;;kritisieren;critiquer;to criticize;Er kritisiert oft meine Arbeit.;Il critique souvent mon travail.;He often criticizes my work.
verbe;A2;;sich kümmern;s'occuper de;to take care of;Ich kümmere mich um die Kinder.;Je m'occupe des enfants.;I take care of the children.
verbe;A2;;laden;charger;to load;Wir laden das Auto.;Nous chargeons la voiture.;We're loading the car.
verbe;A2;;landen;atterrir;to land;Das Flugzeug landet pünktlich.;L'avion atterrit à l'heure.;The plane lands on time.
verbe;A2;;lassen;laisser;to let, to leave;Ich lasse das Fenster offen.;Je laisse la fenêtre ouverte.;I'm leaving the window open.
verbe;A2;;leihen;prêter, emprunter;to lend, to borrow;Ich leihe dir mein Buch.;Je te prête mon livre.;I'm lending you my book.
verbe;A2;;leiten;diriger;to lead, to manage;Ich leite ein kleines Team.;Je dirige une petite équipe.;I lead a small team.
verbe;A2;;sich lohnen;valoir la peine;to be worth it;Das lohnt sich wirklich.;Ça vaut vraiment la peine.;That's really worth it.
verbe;A2;;lösen;résoudre;to solve;Ich löse das Problem.;Je résous le problème.;I'm solving the problem.
verbe;A2;;löschen;effacer, éteindre;to delete, to extinguish;Ich lösche die Datei.;J'efface le fichier.;I'm deleting the file.
verbe;A2;;markieren;marquer;to mark;Ich markiere den Text.;Je marque le texte.;I'm marking the text.
verbe;A2;;meinen;penser, vouloir dire;to mean, to think;Ich meine dich.;Je parle de toi.;I mean you.
verbe;A2;;melden;signaler;to report;Ich melde den Vorfall.;Je signale l'incident.;I'm reporting the incident.
verbe;A2;;merken;remarquer, retenir;to notice, to remember;Ich merke den Unterschied.;Je remarque la différence.;I notice the difference.
verbe;A2;;mieten;louer;to rent;Ich miete eine Wohnung.;Je loue un appartement.;I'm renting an apartment.
verbe;A2;;vermieten;louer (à quelqu'un);to rent out;Ich vermiete die Wohnung an Studenten.;Je loue l'appartement à des étudiants.;I rent the apartment to students.
verbe;A2;;nutzen;utiliser;to use;Ich nutze die Zeit gut.;J'utilise bien le temps.;I'm using the time well.
verbe;A2;;organisieren;organiser;to organize;Ich organisiere die Party.;J'organise la fête.;I'm organizing the party.
verbe;A2;;passieren;se passer, arriver;to happen;Das passiert oft.;Ça arrive souvent.;That happens often.
verbe;A2;;planen;planifier;to plan;Ich plane die Reise.;Je planifie le voyage.;I'm planning the trip.
verbe;A2;;prüfen;vérifier, examiner;to check, to examine;Ich prüfe die Rechnung.;Je vérifie la facture.;I'm checking the invoice.
verbe;A2;;rechnen;calculer;to calculate;Ich rechne die Kosten.;Je calcule les coûts.;I'm calculating the costs.
verbe;A2;;reagieren;réagir;to react;Ich reagiere schnell auf die Nachricht.;Je réagis vite au message.;I react quickly to the message.
verbe;A2;;reduzieren;réduire;to reduce;Ich reduziere meinen Konsum.;Je réduis ma consommation.;I'm reducing my consumption.
verbe;A2;;regnen;pleuvoir;to rain;Es regnet heute stark.;Il pleut fort aujourd'hui.;It's raining hard today.
verbe;A2;;reparieren;réparer;to repair;Ich repariere das Fahrrad.;Je répare le vélo.;I'm repairing the bike.
verbe;A2;;reservieren;réserver;to reserve;Ich reserviere einen Tisch.;Je réserve une table.;I'm reserving a table.
verbe;A2;;retten;sauver;to save, to rescue;Die Feuerwehr rettet die Katze.;Les pompiers sauvent le chat.;The fire department is rescuing the cat.
verbe;A2;;schaffen;réussir à faire, y arriver;to manage, to succeed;Ich schaffe das.;J'y arrive.;I can manage that.
verbe;A2;;scheinen;sembler, briller;to seem, to shine;Die Sonne scheint heute.;Le soleil brille aujourd'hui.;The sun is shining today.
verbe;A2;;schicken;envoyer;to send;Ich schicke dir ein Foto.;Je t'envoie une photo.;I'm sending you a photo.
verbe;A2;;schneiden;couper;to cut;Ich schneide das Brot.;Je coupe le pain.;I'm cutting the bread.
verbe;A2;;schützen;protéger;to protect;Ich schütze meine Haut vor der Sonne.;Je protège ma peau du soleil.;I'm protecting my skin from the sun.
verbe;A2;;sinken;baisser, couler;to sink, to drop;Die Preise sinken.;Les prix baissent.;Prices are dropping.
verbe;A2;;sorgen;s'occuper de, veiller à;to take care of, to see to it;Ich sorge für meine Familie.;Je m'occupe de ma famille.;I take care of my family.
verbe;A2;;spüren;ressentir;to feel, to sense;Ich spüre die Kälte.;Je ressens le froid.;I feel the cold.
verbe;A2;;steigen;monter, grimper;to climb, to rise;Die Preise steigen.;Les prix montent.;Prices are rising.
verbe;A2;;steigern;augmenter;to increase;Ich steigere meine Leistung.;J'augmente ma performance.;I'm increasing my performance.
verbe;A2;;stimmen;être exact, voter;to be correct, to vote;Das stimmt genau.;C'est exactement ça.;That's exactly right.
verbe;A2;;streiten;se disputer;to argue;Wir streiten oft mit den Nachbarn.;Nous nous disputons souvent avec les voisins.;We often argue with the neighbors.
verbe;A2;;teilen;partager, diviser;to share, to divide;Ich teile mein Essen.;Je partage mon repas.;I'm sharing my food.
verbe;A2;;telefonieren;téléphoner;to talk on the phone;Ich telefoniere mit meiner Mutter.;Je téléphone à ma mère.;I'm talking on the phone with my mother.
verbe;A2;;testen;tester;to test;Ich teste die neue App.;Je teste la nouvelle application.;I'm testing the new app.
verbe;A2;;träumen;rêver;to dream;Ich träume von einer Reise.;Je rêve d'un voyage.;I dream of a trip.
verbe;A2;;trennen;séparer;to separate;Ich trenne den Müll.;Je trie les déchets.;I'm sorting the trash.
verbe;A2;;überlegen;réfléchir;to think about, to consider;Ich überlege meine Optionen.;Je réfléchis à mes options.;I consider my options.
verbe;A2;;verbieten;interdire;to forbid;Die Schule verbietet uns Handys.;L'école nous interdit les téléphones.;The school forbids us cell phones.
verbe;A2;;erlauben;permettre;to allow;Meine Eltern erlauben mir das nicht.;Mes parents ne me le permettent pas.;My parents don't allow me that.
verbe;A2;;verzichten;renoncer;to give up, to do without;Ich verzichte auf Süßigkeiten.;Je renonce aux sucreries.;I'm giving up sweets.
verbe;A2;;vermeiden;éviter;to avoid;Ich vermeide Stress.;J'évite le stress.;I avoid stress.
verbe;A2;;widersprechen;contredire;to contradict;Ich widerspreche dir nicht.;Je ne te contredis pas.;I'm not contradicting you.
verbe;A2;;zeichnen;dessiner;to draw;Sie zeichnet jeden Abend ein wenig.;Elle dessine un peu chaque soir.;She draws a little every evening.
verbe;A2;;ziehen;tirer;to pull;Zieh bitte fester an dem Seil.;Tire plus fort sur la corde, s'il te plaît.;Please pull harder on the rope.
verbe;A2;;brechen;casser, briser;to break;Vorsicht, das Eis bricht leicht.;Attention, la glace casse facilement.;Careful, the ice breaks easily.
verbe;A2;;sterben;mourir;to die;Ohne Wasser sterben die Pflanzen.;Sans eau, les plantes meurent.;Without water the plants die.
verbe;A2;;springen;sauter;to jump;Der Hund springt über den Zaun.;Le chien saute par-dessus la clôture.;The dog jumps over the fence.
verbe;A2;;fangen;attraper;to catch;Der Torwart fängt den Ball sicher.;Le gardien attrape le ballon sans problème.;The goalkeeper catches the ball safely.
verbe;A2;;nennen;appeler, nommer;to call, to name;Alle nennen ihn nur Toni.;Tout le monde l'appelle simplement Toni.;Everyone just calls him Toni.
verbe;A2;;passen;aller (taille), convenir;to fit, to suit;Diese Hose passt mir nicht mehr.;Ce pantalon ne me va plus.;These trousers don't fit me any more.
verbe;A2;;anhalten;s'arrêter, arrêter;to stop;Bitte halten Sie an der nächsten Ecke an.;Arrêtez-vous au prochain coin, s'il vous plaît.;Please stop at the next corner.
verbe;A2;;umziehen;déménager;to move house;Im Mai ziehen wir nach Bremen um.;En mai, nous déménageons à Brême.;In May we're moving to Bremen.
verbe;A2;;küssen;embrasser;to kiss;Sie küsst ihre Kinder zum Abschied.;Elle embrasse ses enfants pour leur dire au revoir.;She kisses her children goodbye.
verbe;A2;;lügen;mentir;to lie;Er lügt, wenn er nervös ist.;Il ment quand il est nerveux.;He lies when he is nervous.
verbe;A2;;rennen;courir (vite);to run;Die Kinder rennen über den Hof.;Les enfants courent dans la cour.;The children are running across the yard.
verbe;A2;;bedeuten;signifier, vouloir dire;to mean;Was bedeutet dieses Wort?;Que signifie ce mot ?;What does this word mean?
verbe;A2;;beißen;mordre;to bite;Keine Angst, der Hund beißt nicht.;N'aie pas peur, le chien ne mord pas.;Don't worry, the dog doesn't bite.
verbe;A2;;fressen;manger (animal);to eat (of animals);Die Kuh frisst den ganzen Tag Gras.;La vache mange de l'herbe toute la journée.;The cow eats grass all day.
verbe;A2;;decken;"couvrir ; mettre (la table)";"to cover; to set (the table)";Deckst du bitte den Tisch?;Peux-tu mettre la table, s'il te plaît ?;Could you set the table, please?
verbe;A2;;stecken;"mettre, enfoncer ; être coincé";"to put, to stick; to be stuck";Steck den Schlüssel in die Tasche.;Mets la clé dans ta poche.;Put the key in your pocket.
verbe;A2;;ärgern;agacer, contrarier;to annoy;Der Lärm ärgert die Nachbarn.;Le bruit agace les voisins.;The noise annoys the neighbours.
verbe;A2;;vorstellen;présenter (qn, qch);to introduce, to present;Darf ich dir meine Schwester vorstellen?;Puis-je te présenter ma sœur ?;May I introduce my sister to you?
verbe;A2;;abbiegen;tourner (en chemin);to turn off;An der Ampel biegen Sie links ab.;Au feu, tournez à gauche.;Turn left at the traffic lights.
verbe;A2;;lüften;aérer;to air, to ventilate;Ich lüfte jeden Morgen das Schlafzimmer.;J'aère la chambre tous les matins.;I air the bedroom every morning.
verbe;A2;;sich treffen;se retrouver, se voir;to meet (up);Wir treffen uns um acht am Bahnhof.;Nous nous retrouvons à huit heures à la gare.;We're meeting at eight at the station.
verbe;A2;;sich anziehen;s'habiller;to get dressed;Ich ziehe mich schnell an.;Je m'habille vite.;I get dressed quickly.
verbe;A2;;sich ausziehen;se déshabiller;to get undressed;Die Kinder ziehen sich im Bad aus.;Les enfants se déshabillent dans la salle de bain.;The children get undressed in the bathroom.
verbe;A2;;sich umziehen;se changer (de vêtements);to get changed;Ich ziehe mich nach der Arbeit um.;Je me change après le travail.;I get changed after work.
verbe;A2;;sich fragen;se demander;to wonder;Ich frage mich, ob das stimmt.;Je me demande si c'est vrai.;I wonder whether that's true.
verbe;A2;;freuen;faire plaisir à, réjouir (qn);to please, to make happy;Deine Nachricht freut mich sehr.;Ta nouvelle me fait très plaisir.;Your message makes me very happy.
verbe;A2;;abgeben;remettre, rendre;to hand in;Ich gebe die Hausaufgabe beim Lehrer ab.;Je remets le devoir au professeur.;I hand in the homework to the teacher.
verbe;A2;;anmelden;inscrire (quelqu'un);to register (someone);Ich melde mein Kind für den Kurs an.;J'inscris mon enfant au cours.;I'm registering my child for the course.
verbe;A2;;ansehen;regarder;to look at;Er sieht mich freundlich an.;Il me regarde d'un air aimable.;He looks at me kindly.
verbe;A2;;ausfüllen;remplir (un formulaire);to fill in;Ich fülle das Formular aus.;Je remplis le formulaire.;I'm filling in the form.
verbe;A2;;ausgeben;dépenser;to spend;Ich gebe zu viel Geld für Kleidung aus.;Je dépense trop d'argent en vêtements.;I spend too much money on clothes.
verbe;A2;;ausmachen;éteindre;to turn off;Ich mache das Licht aus.;J'éteins la lumière.;I turn off the light.
verbe;A2;;backen;cuire au four, faire (un gâteau);to bake;Meine Mutter backt jeden Sonntag einen Kuchen.;Ma mère fait un gâteau tous les dimanches.;My mother bakes a cake every Sunday.
verbe;A2;;bauen;construire;to build;Sie bauen ein neues Haus.;Ils construisent une nouvelle maison.;They are building a new house.
verbe;A2;;beantworten;répondre à;to answer;Ich beantworte deine Frage gern.;Je réponds volontiers à ta question.;I'm happy to answer your question.
verbe;A2;;beenden;terminer;to finish;Wir beenden das Projekt im Mai.;Nous terminons le projet en mai.;We finish the project in May.
verbe;A2;;beraten;conseiller;to advise;Der Verkäufer berät die Kundin.;Le vendeur conseille la cliente.;The shop assistant advises the customer.
verbe;A2;;besichtigen;visiter (un lieu);to visit, to view;Wir besichtigen morgen das Schloss.;Nous visitons le château demain.;We're visiting the castle tomorrow.
verbe;A2;;bitten;demander, prier;to ask for;Ich bitte dich um Hilfe.;Je te demande de l'aide.;I'm asking you for help.
verbe;A2;;buchstabieren;épeler;to spell;Ich buchstabiere meinen Namen.;J'épelle mon nom.;I spell my name.
verbe;A2;;danken;remercier;to thank;Ich danke dir für deine Hilfe.;Je te remercie pour ton aide.;I thank you for your help.
verbe;A2;;fotografieren;photographier;to photograph;Sie fotografiert gern alte Häuser.;Elle aime photographier les vieilles maisons.;She likes photographing old houses.
verbe;A2;;frühstücken;prendre le petit-déjeuner;to have breakfast;Wir frühstücken um sieben Uhr.;Nous prenons le petit-déjeuner à sept heures.;We have breakfast at seven.
verbe;A2;;gefallen;plaire;to please, to like;Die Wohnung gefällt mir sehr.;L'appartement me plaît beaucoup.;I like the flat very much.
verbe;A2;;grillen;griller, faire un barbecue;to grill, to barbecue;Im Sommer grillen wir oft im Garten.;En été, nous faisons souvent un barbecue au jardin.;In summer we often barbecue in the garden.
verbe;A2;;holen;aller chercher;to fetch;Ich hole schnell das Brot.;Je vais vite chercher le pain.;I'll quickly fetch the bread.
verbe;A2;;husten;tousser;to cough;Das Kind hustet die ganze Nacht.;L'enfant tousse toute la nuit.;The child coughs all night.
verbe;A2;;kennenlernen;faire la connaissance de;to get to know;Im Kurs lerne ich viele Leute kennen.;Au cours, je fais la connaissance de beaucoup de gens.;In the course I get to know a lot of people.
verbe;A2;;kosten;coûter;to cost;Die Fahrkarte kostet zwölf Euro.;Le billet coûte douze euros.;The ticket costs twelve euros.
verbe;A2;;kriegen;recevoir, avoir (familier);to get;Zum Geburtstag kriege ich ein Fahrrad.;Pour mon anniversaire, je reçois un vélo.;For my birthday I'm getting a bike.
verbe;A2;;kündigen;résilier, démissionner;to cancel, to give notice;Ich kündige meinen Handyvertrag.;Je résilie mon forfait de téléphone.;I'm cancelling my phone contract.
verbe;A2;;notieren;noter;to note down;Ich notiere die Adresse auf einem Zettel.;Je note l'adresse sur un bout de papier.;I note the address on a piece of paper.
verbe;A2;;raten;"conseiller ; deviner";"to advise; to guess";Der Arzt rät mir zu mehr Sport.;Le médecin me conseille de faire plus de sport.;The doctor advises me to do more sport.
verbe;A2;;reden;parler, causer;to talk;Wir reden über das Wetter.;Nous parlons de la météo.;We're talking about the weather.
verbe;A2;;reiten;monter à cheval;to ride (a horse);Meine Schwester reitet jeden Samstag.;Ma sœur monte à cheval tous les samedis.;My sister goes riding every Saturday.
verbe;A2;;schimpfen;gronder, râler;to tell off, to grumble;Der Chef schimpft selten.;Le chef gronde rarement.;The boss rarely tells anyone off.
verbe;A2;;schneien;neiger;to snow;Im Januar schneit es oft.;En janvier, il neige souvent.;It often snows in January.
verbe;A2;;speichern;enregistrer, sauvegarder;to save;Ich speichere die Datei auf dem Computer.;J'enregistre le fichier sur l'ordinateur.;I save the file on the computer.
verbe;A2;;stattfinden;avoir lieu;to take place;Das Konzert findet am Samstag statt.;Le concert a lieu samedi.;The concert takes place on Saturday.
verbe;A2;;unternehmen;entreprendre, faire (quelque chose);to do, to undertake;Am Wochenende unternehmen wir etwas mit den Kindern.;Le week-end, nous faisons quelque chose avec les enfants.;At the weekend we do something with the children.
verbe;A2;;untersuchen;examiner;to examine;Die Ärztin untersucht den Patienten.;La médecin examine le patient.;The doctor examines the patient.
verbe;A2;;versuchen;essayer;to try;Ich versuche es noch einmal.;J'essaie encore une fois.;I'm trying again.
verbe;A2;;wandern;randonner;to hike;Im Sommer wandern wir gern in den Bergen.;En été, nous aimons randonner en montagne.;In summer we like hiking in the mountains.
verbe;A2;;wählen;"choisir ; voter";"to choose; to vote";Ich wähle das Menü mit Fisch.;Je choisis le menu avec du poisson.;I'm choosing the fish menu.
verbe;A2;;zahlen;payer;to pay;Ich zahle mit Karte.;Je paie par carte.;I'm paying by card.
verbe;A2;;zuhören;écouter;to listen to;Die Kinder hören der Lehrerin zu.;Les enfants écoutent la maîtresse.;The children listen to the teacher.
verbe;A2;;übersetzen;traduire;to translate;Sie übersetzt den Brief ins Deutsche.;Elle traduit la lettre en allemand.;She translates the letter into German.
verbe;A2;;aufpassen;faire attention, surveiller;to pay attention, to watch;Pass bitte auf die Kinder auf.;Surveille les enfants, s'il te plaît.;Please keep an eye on the children.
verbe;A2;;aussehen;avoir l'air, sembler;to look, to seem;Du siehst heute müde aus.;Tu as l'air fatigué aujourd'hui.;You look tired today.
verbe;A2;;baden;se baigner, prendre un bain;to bathe, to swim;Im Sommer baden wir im See.;En été, nous nous baignons dans le lac.;In summer we swim in the lake.
verbe;A2;;basteln;bricoler, faire des travaux manuels;to do craftwork;Die Kinder basteln eine Karte für Oma.;Les enfants bricolent une carte pour mamie.;The children are making a card for grandma.
verbe;A2;;benutzen;utiliser;to use;Ich benutze jeden Tag den Bus.;J'utilise le bus tous les jours.;I use the bus every day.
verbe;A2;;braten;faire revenir, frire;to fry, to roast;Ich brate das Fleisch in der Pfanne.;Je fais revenir la viande à la poêle.;I'm frying the meat in the pan.
verbe;A2;;einpacken;emballer, mettre dans la valise;to pack;Ich packe das Geschenk ein.;J'emballe le cadeau.;I'm wrapping the present.
verbe;A2;;heiraten;épouser, se marier;to marry;Im Mai heiraten sie in Wien.;En mai, ils se marient à Vienne.;In May they're getting married in Vienna.
verbe;A2;;joggen;faire du jogging;to jog;Morgens jogge ich im Park.;Le matin, je fais du jogging au parc.;In the morning I jog in the park.
verbe;A2;;schenken;offrir (un cadeau);to give (as a present);Ich schenke ihr ein Buch.;Je lui offre un livre.;I'm giving her a book.
verbe;A2;;surfen;surfer (sur Internet);to surf;Abends surfe ich im Internet.;Le soir, je surfe sur Internet.;In the evening I surf the internet.
verbe;A2;;unterschreiben;signer;to sign;Unterschreiben Sie bitte hier unten.;Signez ici en bas, s'il vous plaît.;Please sign here at the bottom.
verbe;A2;;anmachen;allumer;to switch on;Mach bitte das Licht an.;Allume la lumière, s'il te plaît.;Please switch the light on.
verbe;A2;;auspacken;déballer;to unpack;Die Kinder packen die Geschenke aus.;Les enfants déballent les cadeaux.;The children unwrap the presents.
verbe;A2;;austragen;distribuer (à domicile);to deliver (door to door);Er trägt morgens Zeitungen aus.;Le matin, il distribue des journaux.;In the morning he delivers newspapers.
verbe;A2;;renovieren;rénover, refaire;to renovate;Wir renovieren die Küche selbst.;Nous rénovons la cuisine nous-mêmes.;We're renovating the kitchen ourselves.
verbe;A2;;wünschen;souhaiter;to wish;Ich wünsche dir einen schönen Tag.;Je te souhaite une belle journée.;I wish you a nice day.
verbe;B1;;behaupten;prétendre, affirmer;to claim, to assert;Er behauptet seine Unschuld.;Il affirme son innocence.;He claims his innocence.
verbe;B1;;betonen;souligner;to emphasize;Der Chef betont die Wichtigkeit des Projekts.;Le patron souligne l'importance du projet.;The boss emphasizes the importance of the project.
verbe;B1;;bewerten;évaluer;to evaluate, to rate;Der Lehrer bewertet die Prüfung.;Le professeur évalue l'examen.;The teacher is grading the exam.
verbe;B1;;überzeugen;convaincre;to convince;Das Argument überzeugt mich von seinem Plan.;L'argument me convainc de son plan.;The argument convinces me of his plan.
verbe;B1;;überraschen;surprendre;to surprise;Die Nachricht überrascht mich.;La nouvelle me surprend.;The news surprises me.
verbe;B1;;gestehen;avouer;to confess;Ich gestehe dir meinen Fehler.;Je t'avoue mon erreur.;I confess my mistake to you.
verbe;B1;;zugeben;admettre;to admit;Ich gebe meinen Fehler zu.;J'admets mon erreur.;I admit my mistake.
verbe;B1;;vermuten;supposer;to suppose, to suspect;Ich vermute einen Fehler.;Je suppose une erreur.;I suspect a mistake.
verbe;B1;;bezweifeln;douter de;to doubt;Ich bezweifle seine Worte.;Je doute de ses paroles.;I doubt his words.
verbe;B1;;unterstützen;soutenir;to support;Meine Familie unterstützt mich sehr.;Ma famille me soutient beaucoup.;My family supports me a lot.
verbe;B1;;ablehnen;refuser;to reject, to refuse;Ich lehne das Angebot ab.;Je refuse l'offre.;I'm rejecting the offer.
verbe;B1;;akzeptieren;accepter;to accept;Ich akzeptiere deine Entscheidung.;J'accepte ta décision.;I accept your decision.
verbe;B1;;respektieren;respecter;to respect;Ich respektiere deine Meinung.;Je respecte ton avis.;I respect your opinion.
verbe;B1;;sich einigen;se mettre d'accord;to agree, to come to an agreement;Wir einigen uns auf einen Preis.;Nous nous mettons d'accord sur un prix.;We're agreeing on a price.
verbe;B1;;verhandeln;négocier;to negotiate;Wir verhandeln über den Preis.;Nous négocions le prix.;We're negotiating the price.
verbe;B1;;sich auseinandersetzen;se confronter à, examiner (mit);to deal with, to engage with;Ich setze mich mit dem Thema auseinander.;Je me penche sur le sujet.;I'm engaging with the topic.
verbe;B1;;sich widmen;se consacrer;to devote oneself to;Ich widme mich meiner Arbeit.;Je me consacre à mon travail.;I devote myself to my work.
verbe;B1;;teilnehmen;participer (an);to participate;Ich nehme an dem Kurs teil.;Je participe au cours.;I'm participating in the course.
verbe;B1;;mitteilen;communiquer, informer;to communicate, to inform;Ich teile dir das Ergebnis mit.;Je te communique le résultat.;I'm telling you the result.
verbe;B1;;benachrichtigen;avertir, notifier;to notify;Ich benachrichtige dich sofort.;Je t'avertis tout de suite.;I'll notify you right away.
verbe;B1;;vorschlagen;proposer;to suggest, to propose;Ich schlage dir einen anderen Termin vor.;Je te propose un autre rendez-vous.;I suggest another appointment to you.
verbe;B1;;zustimmen;être d'accord, approuver;to agree, to approve;Ich stimme deinem Vorschlag zu.;J'approuve ta proposition.;I agree with your proposal.
verbe;B1;;sich entschließen;se décider (de façon réfléchie);to decide, to resolve;Ich entschließe mich zum Umzug.;Je me décide pour le déménagement.;I decide on the move.
verbe;B1;;verfügen;disposer de (über);to have at one's disposal;Ich verfüge über genug Erfahrung.;Je dispose de suffisamment d'expérience.;I have enough experience.
verbe;B1;;beitragen;contribuer à (zu);to contribute;Jeder trägt zum Erfolg bei.;Chacun contribue au succès.;Everyone contributes to the success.
verbe;B1;;sich bemühen;s'efforcer;to make an effort, to try hard;Ich bemühe mich um Pünktlichkeit.;Je m'efforce d'être ponctuel.;I try hard to be punctual.
verbe;B1;;sich anstrengen;faire des efforts;to make an effort;Ich strenge mich für die Prüfung an.;Je fais des efforts pour l'examen.;I'm making an effort for the exam.
verbe;B1;;sich auswirken;avoir un effet sur (auf);to have an effect on;Das wirkt sich negativ auf die Umwelt aus.;Ça a un effet négatif sur l'environnement.;That has a negative effect on the environment.
verbe;B1;;ändern;changer (quelque chose);to change (something);Ich ändere meine Pläne.;Je change mes plans.;I'm changing my plans.
verbe;B1;;sich verhalten;se comporter;to behave;Er verhält sich seltsam.;Il se comporte bizarrement.;He's behaving strangely.
verbe;B1;;sich befinden;se trouver;to be located;Das Museum befindet sich im Zentrum.;Le musée se trouve dans le centre.;The museum is located in the center.
verbe;B1;;empfinden;ressentir (un sentiment);to feel (an emotion);Ich empfinde große Freude.;Je ressens une grande joie.;I feel great joy.
verbe;B1;;sich äußern;s'exprimer;to express oneself;Ich äußere mich dazu nicht.;Je ne m'exprime pas là-dessus.;I won't comment on that.
verbe;B1;;verzeihen;pardonner;to forgive;Ich verzeihe dir.;Je te pardonne.;I forgive you.
verbe;B1;;andeuten;suggérer, laisser entendre;to hint at, to suggest;Er deutet ein Problem an.;Il laisse entendre un problème.;He's hinting at a problem.
verbe;B1;;vertrauen;faire confiance;to trust;Ich vertraue dir völlig.;Je te fais entièrement confiance.;I trust you completely.
verbe;B1;;misstrauen;se méfier;to distrust;Ich misstraue diesem Angebot.;Je me méfie de cette offre.;I distrust this offer.
verbe;B1;;sich sorgen;s'inquiéter (um);to worry;Ich sorge mich um deine Gesundheit.;Je m'inquiète pour ta santé.;I worry about your health.
verbe;B1;;sich beschäftigen;s'occuper de (mit);to occupy oneself with;Ich beschäftige mich mit dem Thema.;Je m'occupe du sujet.;I'm dealing with the topic.
verbe;B1;;verhindern;empêcher;to prevent;Ich verhindere das Schlimmste.;J'empêche le pire.;I'm preventing the worst.
verbe;B1;;ermitteln;déterminer, enquêter;to investigate, to determine;Die Polizei ermittelt die Ursache.;La police détermine la cause.;The police determine the cause.
verbe;B1;;überwinden;surmonter;to overcome;Ich überwinde meine Angst.;Je surmonte ma peur.;I'm overcoming my fear.
verbe;B1;;sich anpassen;s'adapter (an);to adapt;Ich passe mich schnell an die Situation an.;Je m'adapte rapidement à la situation.;I quickly adapt to the situation.
verbe;B1;;sich verlassen;compter sur (auf);to rely on;Ich verlasse mich auf dich.;Je compte sur toi.;I rely on you.
verbe;B1;;abschließen;conclure, terminer;to conclude, to finish;Ich schließe das Studium bald ab.;Je termine bientôt mes études.;I'm finishing my studies soon.
verbe;B1;;zusammenfassen;résumer;to summarize;Ich fasse den Text kurz zusammen.;Je résume brièvement le texte.;I'm briefly summarizing the text.
verbe;B1;;sich erholen;se remettre, récupérer;to recover;Ich erhole mich am Wochenende.;Je récupère le week-end.;I recover on the weekend.
verbe;B1;;sich irren;se tromper;to be mistaken;Ich irre mich selten.;Je me trompe rarement.;I'm rarely mistaken.
verbe;B1;;sich engagieren;s'engager;to get involved;Ich engagiere mich für den Umweltschutz.;Je m'engage pour la protection de l'environnement.;I'm involved in environmental protection.
verbe;B1;;sich orientieren;s'orienter;to orient oneself;Ich orientiere mich an der Karte.;Je m'oriente avec la carte.;I orient myself with the map.
verbe;B1;;verschmutzen;polluer;to pollute;Die Fabrik verschmutzt den Fluss.;L'usine pollue la rivière.;The factory pollutes the river.
verbe;B1;;recyceln;recycler;to recycle;Wir recyceln unseren Müll.;Nous recyclons nos déchets.;We recycle our trash.
verbe;B1;;verbrauchen;consommer;to consume;Das Auto verbraucht viel Benzin.;La voiture consomme beaucoup d'essence.;The car uses a lot of gas.
verbe;B1;;erzeugen;produire, générer;to produce, to generate;Die Anlage erzeugt Strom.;L'installation produit de l'électricité.;The plant generates electricity.
verbe;B1;;vermarkten;commercialiser;to market;Die Firma vermarktet das neue Produkt.;L'entreprise commercialise le nouveau produit.;The company is marketing the new product.
verbe;B1;;produzieren;produire;to produce;Die Firma produziert Autos.;L'entreprise produit des voitures.;The company produces cars.
verbe;B1;;liefern;livrer;to deliver;Der Laden liefert mir die Ware.;Le magasin me livre la marchandise.;The store delivers the goods to me.
