type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
verbe;B1;;abkühlen;refroidir;to cool down;Lass die Suppe kurz abkühlen.;Laisse la soupe refroidir un peu.;Let the soup cool down a little.
verbe;B1;;aufgehen;"se lever (astre) ; s'ouvrir";"to rise; to open";Im Sommer geht die Sonne früh auf.;En été, le soleil se lève tôt.;In summer the sun rises early.
verbe;B1;;zerbrechen;se briser, briser;to shatter, to break;Vorsicht, das Glas zerbricht leicht.;Attention, le verre se brise facilement.;Careful, the glass breaks easily.
verbe;B1;;blasen;souffler;to blow;Das Kind bläst die Kerzen aus.;L'enfant souffle les bougies.;The child blows out the candles.
verbe;B1;;bedecken;couvrir, recouvrir;to cover;Wolken bedecken den ganzen Himmel.;Des nuages couvrent tout le ciel.;Clouds cover the whole sky.
verbe;B1;;schalten;commuter, passer (une vitesse);to switch, to change gear;Am Berg schalte ich in den zweiten Gang.;Dans la côte, je passe en deuxième.;On the hill I change into second gear.
verbe;B1;;wickeln;enrouler, emballer;to wrap, to wind;Sie wickelt das Geschenk in buntes Papier.;Elle emballe le cadeau dans du papier coloré.;She wraps the present in colourful paper.
verbe;B1;;ablegen;"déposer, poser ; passer (un examen)";"to put down; to take (an exam)";Legen Sie bitte Ihren Mantel ab.;Déposez votre manteau, s'il vous plaît.;Please take off your coat.
verbe;B1;;ansprechen;adresser la parole à, aborder;to address, to bring up;Sprich ihn ruhig auf Deutsch an.;Adresse-toi à lui en allemand, sans crainte.;Feel free to address him in German.
verbe;B1;;aufstellen;"installer, dresser ; établir";to set up, to put up;Wir stellen das Zelt am Fluss auf.;Nous montons la tente près de la rivière.;We're putting up the tent by the river.
verbe;B1;;reißen;déchirer, arracher;to tear, to rip;Reiß die Seite bitte nicht heraus.;N'arrache pas la page, s'il te plaît.;Please don't tear out the page.
verbe;B1;;nachsehen;vérifier, aller voir;to check, to look up;Ich sehe schnell im Kalender nach.;Je vérifie vite dans le calendrier.;I'll quickly check the calendar.
verbe;B1;;abgehen;"partir ; se détacher";"to leave; to come off";Der Knopf geht gleich ab.;Le bouton va se détacher.;The button is about to come off.
verbe;B1;;umbringen;tuer, assassiner;to kill;Diese Hitze bringt mich noch um.;Cette chaleur va finir par me tuer.;This heat is going to kill me.
verbe;B1;;anstreichen;"peindre ; souligner";"to paint; to mark";Wir streichen die Küche gelb an.;Nous peignons la cuisine en jaune.;We're painting the kitchen yellow.
verbe;B1;;aufziehen;"élever (un enfant) ; remonter";"to raise; to wind up";Sie zieht drei Kinder allein auf.;Elle élève trois enfants seule.;She is raising three children alone.
verbe;B1;;annehmen;accepter, supposer;to accept, to assume;Sie nimmt das Angebot sofort an.;Elle accepte l'offre immédiatement.;She accepts the offer immediately.
verbe;B1;;einziehen;emménager;to move in;Wir ziehen nächsten Monat in die neue Wohnung ein.;Nous emménageons dans le nouvel appartement le mois prochain.;We're moving into the new apartment next month.
verbe;B1;;entsorgen;éliminer, jeter (des déchets);to dispose of;Er entsorgt die alten Batterien im Supermarkt.;Il jette les vieilles piles au supermarché.;He disposes of the old batteries at the supermarket.
verbe;B1;;füttern;nourrir (un animal);to feed (an animal);Er füttert die Katze jeden Morgen um sieben.;Il nourrit le chat tous les matins à sept heures.;He feeds the cat every morning at seven.
verbe;B1;;gießen;arroser;to water;Sie gießt die Blumen jeden zweiten Tag.;Elle arrose les fleurs tous les deux jours.;She waters the flowers every other day.
verbe;B1;;grüßen;saluer;to greet;Er grüßt seine Nachbarn immer freundlich.;Il salue toujours ses voisins amicalement.;He always greets his neighbors in a friendly way.
verbe;B1;;berechnen;calculer;to calculate;Der Verkäufer berechnet den Gesamtpreis.;Le vendeur calcule le prix total.;The salesperson calculates the total price.
verbe;B1;;bestätigen;confirmer;to confirm;Sie bestätigt den Termin per E-Mail.;Elle confirme le rendez-vous par e-mail.;She confirms the appointment by email.
verbe;B1;;ernten;récolter;to harvest;Die Bauern ernten im September die Äpfel.;Les agriculteurs récoltent les pommes en septembre.;Farmers harvest apples in September.
verbe;B1;;garantieren;garantir;to guarantee;Der Verkäufer garantiert die Qualität der Ware.;Le vendeur garantit la qualité de la marchandise.;The seller guarantees the quality of the goods.
verbe;B1;;schonen;ménager, préserver;to spare, to protect;Langsames Laden schont den Akku.;Une charge lente ménage la batterie.;Slow charging protects the battery.
verbe;B1;;überweisen;virer (de l'argent);to transfer (money);Ich überweise dir das Geld noch heute.;Je te vire l'argent dès aujourd'hui.;I'll transfer you the money today.
verbe;B1;;verschwinden;disparaître;to disappear;Der Fleck verschwindet beim Waschen.;La tache disparaît au lavage.;The stain disappears in the wash.
verbe;B1;;erstatten;rembourser (des frais);to reimburse;Die Versicherung erstattet uns die Kosten der Reparatur.;L'assurance nous rembourse les frais de réparation.;The insurance reimburses us the repair costs.
verbe;B1;;sperren;bloquer;to block;Die Bank sperrt meine Kreditkarte sofort.;La banque bloque ma carte de crédit immédiatement.;The bank blocks my credit card right away.
verbe;B1;;stehlen;voler;to steal;Diebe stehlen in dieser Straße oft Fahrräder.;Des voleurs volent souvent des vélos dans cette rue.;Thieves often steal bicycles on this street.
verbe;B1;;abheben;retirer (de l'argent);to withdraw (money);Ich hebe am Automaten hundert Euro ab.;Je retire cent euros au distributeur.;I withdraw a hundred euros at the ATM.
verbe;B1;;angeben;indiquer, déclarer;to state, to indicate;Sie gibt ihre IBAN auf dem Formular an.;Elle indique son IBAN sur le formulaire.;She states her IBAN on the form.
verbe;B1;;aufnehmen;contracter (un crédit);to take out (a loan);Sie nimmt einen Kredit für das Studium auf.;Elle contracte un crédit pour ses études.;She takes out a loan for her studies.
verbe;B1;;ausdrucken;imprimer;to print out;Der Automat druckt den Kontoauszug aus.;Le distributeur imprime le relevé de compte.;The machine prints out the bank statement.
verbe;B1;;einzahlen;déposer (de l'argent);to deposit (money);Ich zahle zweihundert Euro auf mein Konto ein.;Je dépose deux cents euros sur mon compte.;I deposit two hundred euros into my account.
verbe;B1;;abnehmen;maigrir, perdre du poids;to lose weight;Er nimmt seit dem Sommer langsam ab.;Il perd du poids lentement depuis l'été.;He has been slowly losing weight since summer.
verbe;B1;;sich ernähren;se nourrir, s'alimenter;to eat, to feed oneself;Er ernährt sich hauptsächlich von Gemüse.;Il se nourrit principalement de légumes.;He lives mainly on vegetables.
verbe;B1;;fallen;tomber;to fall;Die Preise für Obst fallen im Sommer.;Les prix des fruits baissent en été.;Fruit prices fall in summer.
verbe;B1;;verändern;changer, modifier;to change;Die neue Diät verändert ihr Leben.;Le nouveau régime change sa vie.;The new diet changes her life.
verbe;B1;;zubereiten;préparer (un repas);to prepare (a meal);Sie bereitet das Abendessen frisch zu.;Elle prépare le dîner avec des produits frais.;She prepares dinner with fresh ingredients.
verbe;B1;;gründen;fonder;to found;Die beiden Freunde gründen zusammen eine Firma.;Les deux amis fondent une entreprise ensemble.;The two friends are founding a company together.
verbe;B1;;herunterladen;télécharger;to download;Ich lade die App auf mein Handy herunter.;Je télécharge l'application sur mon téléphone.;I download the app onto my phone.
verbe;B1;;leisten;accomplir, se permettre;to accomplish, to afford;Sie leistet in ihrem Beruf viel.;Elle accomplit beaucoup dans son métier.;She achieves a lot in her job.
verbe;B1;;sich amüsieren;s'amuser;to have fun;Die Kinder amüsieren sich über den Clown.;Les enfants s'amusent du clown.;The children are amused by the clown.
verbe;B1;;anwenden;appliquer, utiliser;to apply, to use;Sie wendet die neue Methode im Unterricht an.;Elle applique la nouvelle méthode en classe.;She applies the new method in class.
verbe;B1;;behalten;garder;to keep;Ich behalte dieses Foto als Erinnerung.;Je garde cette photo en souvenir.;I keep this photo as a memento.
verbe;B1;;operieren;opérer;to operate (surgery);Der Chirurg operiert den Patienten heute Nachmittag.;Le chirurgien opère le patient cet après-midi.;The surgeon is operating on the patient this afternoon.
verbe;B1;;röntgen;radiographier, faire une radio;to X-ray;Der Arzt röntgt den gebrochenen Arm.;Le médecin radiographie le bras cassé.;The doctor X-rays the broken arm.
verbe;B1;;stürzen;tomber (chute);to fall, to tumble;Auf dem Eis stürzt man leicht.;Sur la glace, on tombe facilement.;On the ice, you fall easily.
verbe;B1;;versorgen;soigner, s'occuper de;to take care of, to treat;Die Krankenschwester versorgt die Wunde.;L'infirmière soigne la blessure.;The nurse treats the wound.
verbe;B1;;wehtun;faire mal;to hurt;Mein Rücken tut mir seit gestern weh.;J'ai mal au dos depuis hier.;My back has hurt since yesterday.
verbe;B1;;begleiten;accompagner;to accompany;Der Sohn begleitet seine Mutter zum Arzt.;Le fils accompagne sa mère chez le médecin.;The son accompanies his mother to the doctor.
verbe;B1;;sich etwas brechen;se casser qch;to break sth (a body part);Er bricht sich beim Skifahren das Bein.;Il se casse la jambe en skiant.;He breaks his leg while skiing.
verbe;B1;;massieren;masser;to massage;Der Physiotherapeut massiert ihren Rücken.;Le physiothérapeute lui masse le dos.;The physiotherapist massages her back.
verbe;B1;;wachsen;pousser, grandir;to grow;Die Pflanze wächst im Sommer sehr schnell.;La plante pousse très vite en été.;The plant grows very fast in summer.
verbe;B1;;atmen;respirer;to breathe;Nach dem Lauf atmet sie noch schnell.;Après la course, elle respire encore vite.;After the run, she is still breathing fast.
verbe;B1;;sich etwas anschaffen;se procurer qch, acheter qch;to acquire, to get sth;Sie schaffen sich Solarpanele an.;Ils se procurent des panneaux solaires.;They are getting solar panels.
verbe;B1;;blühen;fleurir;to bloom;Im Frühling blühen die Bäume.;Au printemps, les arbres fleurissent.;In spring, the trees bloom.
verbe;B1;;heizen;chauffer;to heat;Wir heizen das Haus mit Solarenergie.;Nous chauffons la maison à l'énergie solaire.;We heat the house with solar energy.
verbe;B1;;recht haben;avoir raison;to be right;Du hast recht, das Gehalt ist zu niedrig.;Tu as raison, le salaire est trop bas.;You're right, the salary is too low.
verbe;B1;;wecken;réveiller;to wake (someone);Der Wecker weckt mich jeden Morgen um sechs.;Le réveil me réveille tous les matins à six heures.;The alarm wakes me up every morning at six.
verbe;B1;;sich etwas wünschen;souhaiter qch;to wish for sth;Er wünscht sich mehr Verantwortung im Job.;Il souhaite avoir plus de responsabilités au travail.;He wishes for more responsibility at work.
verbe;B1;;siegen;gagner, être vainqueur;to win, to be victorious;Unsere Mannschaft siegt heute klar.;Notre équipe gagne nettement aujourd'hui.;Our team wins clearly today.
verbe;B1;;tauchen;plonger;to dive;Er taucht gern im klaren Wasser des Sees.;Il aime plonger dans l'eau claire du lac.;He likes to dive in the lake's clear water.
verbe;B1;;überreden;persuader;to persuade;Sie überredet mich, beim Rennen mitzumachen.;Elle me persuade de participer à la course.;She persuades me to take part in the race.
verbe;B1;;dabei sein;participer, être présent;to take part, to be there;Beim nächsten Marathon bin ich dabei.;Je participe au prochain marathon.;I'll be taking part in the next marathon.
verbe;B1;;halten;tenir, arrêter (le ballon);to hold, to save (a ball);Der Tormann hält den letzten Elfmeter.;Le gardien arrête le dernier penalty.;The goalkeeper saves the last penalty.
verbe;B1;;kleben;coller;to glue, to stick;Das Kind klebt Bilder in sein Fotoalbum.;L'enfant colle des images dans son album photo.;The child glues pictures into his photo album.
verbe;B1;;sich etwas leisten;se permettre qch;to afford sth;Sie können sich diesen Urlaub gerade nicht leisten.;Ils ne peuvent pas se permettre ces vacances en ce moment.;They can't afford this vacation right now.
verbe;B1;;loslassen;lâcher;to let go;Die Mutter lässt langsam die Hand ihres Kindes los.;La mère lâche lentement la main de son enfant.;The mother slowly lets go of her child's hand.
verbe;B1;;sich etwas teilen;partager qch;to share sth;Die Geschwister teilen sich ein Zimmer.;Les frères et sœurs partagent une chambre.;The siblings share a room.
verbe;B1;;sich trennen;se séparer;to separate, to break up;Er trennt sich von seiner Frau.;Il se sépare de sa femme.;He is separating from his wife.
verbe;B1;;verreisen;partir en voyage;to go on a trip;Wir verreisen dieses Jahr mit der ganzen Familie.;Nous partons en voyage avec toute la famille cette année.;We're going on a trip with the whole family this year.
verbe;B1;;wert sein;valoir la peine;to be worth it;Diese Erfahrung ist die Mühe wert.;Cette expérience vaut la peine.;This experience is worth the effort.
verbe;B1;;abwaschen;laver la vaisselle;to wash up, to do the dishes;Nach dem Essen wäscht er das Geschirr ab.;Après le repas, il fait la vaisselle.;After the meal, he does the dishes.
verbe;B1;;ankommen;arriver (sur qch), dépendre de;to arrive, to depend (on sth);Es kommt darauf an, wie viel Zeit wir haben.;Cela dépend du temps dont nous disposons.;It depends on how much time we have.
verbe;B1;;aufgeben;abandonner, renoncer;to give up;Sie gibt ihre Karriere für die Familie nicht auf.;Elle n'abandonne pas sa carrière pour sa famille.;She does not give up her career for her family.
verbe;B1;;behandeln;traiter;to treat;Die Eltern behandeln beide Kinder gleich.;Les parents traitent les deux enfants de la même façon.;The parents treat both children the same way.
verbe;B1;;bringen;apporter, amener;to bring;Er bringt die Kinder jeden Morgen zur Kita.;Il amène les enfants à la crèche tous les matins.;He takes the children to daycare every morning.
verbe;B1;;erziehen;élever (un enfant);to raise (a child);Sie erziehen ihre Kinder sehr liebevoll.;Ils élèvent leurs enfants avec beaucoup d'affection.;They raise their children very lovingly.
verbe;B1;;entgegennehmen;recevoir, accepter (une remise);to accept, to receive;Der Empfang nimmt die Pakete für die Mieter entgegen.;La réception reçoit les colis pour les locataires.;The reception accepts packages for the tenants.
verbe;B1;;frustrieren;frustrer;to frustrate;Die lange Wartezeit frustriert viele Kunden.;La longue attente frustre beaucoup de clients.;The long wait frustrates many customers.
verbe;B1;;montieren;monter, assembler;to assemble, to mount;Der Techniker montiert die neue Klimaanlage.;Le technicien monte le nouveau climatiseur.;The technician assembles the new air conditioner.
verbe;B1;;zusammenbleiben;rester ensemble;to stay together;Die beiden Freunde bleiben seit der Schule zusammen.;Les deux amis restent ensemble depuis l'école.;The two friends have stayed together since school.
verbe;B1;;sich zusammensetzen;se composer (de qch), s'asseoir ensemble;to consist of, to sit down together;Das Team setzt sich aus zehn Personen zusammen.;L'équipe se compose de dix personnes.;The team consists of ten people.
verbe;B1;;auftreten;se présenter, se comporter;to appear, to behave, to occur;Im Vorstellungsgespräch tritt sie sehr sicher auf.;Lors de l'entretien, elle se présente avec beaucoup d'assurance.;In the job interview she comes across very confidently.
verbe;B1;;auschecken;quitter l'hôtel (check-out);to check out;Wir checken um elf Uhr aus.;Nous quittons la chambre à onze heures.;We check out at eleven o'clock.
verbe;B1;;einfallen;venir à l'esprit;to come to mind, to think of;Mir fällt gerade kein besseres Wort ein.;Aucun meilleur mot ne me vient à l'esprit pour l'instant.;No better word comes to mind right now.
verbe;B1;;einreichen;déposer, soumettre (un dossier);to submit (an application);Sie reicht ihre Bewerbung heute ein.;Elle dépose sa candidature aujourd'hui.;She submits her application today.
verbe;B1;;verleihen;prêter (contre paiement ou honneur);to lend, to award;Der Verein verleiht Fahrräder an seine Mitglieder.;L'association prête des vélos à ses membres.;The club lends bikes to its members.
verbe;B1;;sich verpflichten;s'engager à (faire qch);to commit oneself (to sth);Sie verpflichtet sich, jede Woche zu helfen.;Elle s'engage à aider chaque semaine.;She commits to helping every week.
verbe;B1;;zusammenkommen;se réunir;to come together, to meet;Die Freiwilligen kommen jeden Montag zusammen.;Les bénévoles se réunissent chaque lundi.;The volunteers meet every Monday.
verbe;B1;;absagen;annuler, décliner;to cancel, to decline;Er sagt den Termin kurzfristig ab.;Il annule le rendez-vous à la dernière minute.;He cancels the appointment at short notice.
verbe;B1;;aufpumpen;gonfler (un pneu);to pump up (a tire);Er pumpt den Reifen vor der Tour auf.;Il gonfle le pneu avant la sortie.;He pumps up the tire before the ride.
verbe;B1;;auswechseln;remplacer, changer;to replace, to swap out;Der Trainer wechselt den Torwart in der Pause aus.;L'entraîneur remplace le gardien à la mi-temps.;The coach swaps out the goalkeeper at halftime.
verbe;B1;;sich bedanken;remercier (pour qch);to thank (for sth);Ich bedanke mich für Ihre Hilfe.;Je vous remercie pour votre aide.;I thank you for your help.
verbe;B1;;sich einsetzen;s'engager (pour qch);to advocate, to commit (to sth);Sie setzt sich für Menschen mit Behinderung ein.;Elle s'engage pour les personnes handicapées.;She advocates for people with disabilities.
verbe;B1;;sich entwickeln;se développer;to develop;Das kleine Projekt entwickelt sich zu einem großen Erfolg.;Le petit projet se transforme en grand succès.;The small project is developing into a big success.
verbe;B1;;erfordern;exiger, nécessiter;to require;Diese Aufgabe erfordert viel Geduld.;Cette tâche exige beaucoup de patience.;This task requires a lot of patience.
verbe;B1;;abrechnen;facturer, faire les comptes;to settle accounts, to bill;Die Firma rechnet die Kosten am Monatsende ab.;L'entreprise règle les comptes à la fin du mois.;The company settles the costs at the end of the month.
verbe;B1;;anzünden;allumer;to light;Er zündet die Kerzen auf dem Tisch an.;Il allume les bougies sur la table.;He lights the candles on the table.
verbe;B1;;Sport treiben;faire du sport;to play sports, to exercise;Sie treibt regelmäßig Sport im Verein.;Elle fait régulièrement du sport dans un club.;She regularly plays sports in a club.
verbe;B1;;verbinden;relier, mettre en relation (au téléphone);to connect (on the phone);Einen Moment bitte, ich verbinde Sie mit der Redaktion.;Un instant s'il vous plaît, je vous mets en relation avec la rédaction.;One moment please, I'll connect you with the editorial office.
verbe;B1;;abhängen;dépendre (de qch);to depend (on sth);Der Preis hängt von der Saison ab.;Le prix dépend de la saison.;The price depends on the season.
verbe;B1;;sich auskennen;s'y connaître (en qch);to know one's way around (sth);Der Stadtführer kennt sich in der Altstadt bestens aus.;Le guide touristique connaît parfaitement la vieille ville.;The city guide knows the old town very well.
verbe;B1;;sich beschränken;se limiter (à qch);to limit oneself (to sth);Die Führung beschränkt sich auf das historische Zentrum.;La visite se limite au centre historique.;The tour is limited to the historic center.
verbe;B1;;unter sich bleiben;rester entre soi;to keep to oneself, to stay among themselves;In diesem Viertel bleiben die Bewohner gern unter sich.;Dans ce quartier, les habitants aiment rester entre eux.;In this neighborhood the residents like to keep to themselves.
verbe;B1;;sich drehen;tourner, porter (sur un sujet);to turn, to revolve (around a topic);Das Gespräch dreht sich meistens um die Stadtgeschichte.;La conversation tourne surtout autour de l'histoire de la ville.;The conversation mostly revolves around the city's history.
verbe;B1;;sich freinehmen;prendre congé, se libérer;to take time off;Sie nimmt sich für die Stadtführung einen Nachmittag frei.;Elle se libère un après-midi pour la visite guidée.;She takes an afternoon off for the city tour.
verbe;B1;;zu tun haben;avoir affaire (à qch/qn);to have to do (with sth/sb);Sein Beruf hat viel mit Tourismus zu tun.;Son métier a beaucoup à voir avec le tourisme.;His job has a lot to do with tourism.
verbe;B1;;verurteilen;condamner;to condemn, to convict;Das Gericht verurteilt den Mann zu einer Geldstrafe.;Le tribunal condamne l'homme à une amende.;The court sentences the man to a fine.
verbe;B1;;abstimmen;voter;to vote;Am Sonntag stimmen die Bürger über das neue Gesetz ab.;Dimanche, les citoyens votent sur la nouvelle loi.;On Sunday, citizens vote on the new law.
verbe;B1;;ausbilden;former (professionnellement);to train;Die Firma bildet jedes Jahr zehn Lehrlinge aus.;L'entreprise forme dix apprentis chaque année.;The company trains ten apprentices every year.
verbe;B1;;befristen;limiter dans le temps;to limit (in time);Die Firma befristet den Arbeitsvertrag auf ein Jahr.;L'entreprise limite le contrat de travail à un an.;The company limits the employment contract to one year.
verbe;B1;;einbürgern;naturaliser;to naturalize;Der Staat bürgert jedes Jahr Tausende Menschen ein.;L'État naturalise des milliers de personnes chaque année.;The state naturalizes thousands of people every year.
verbe;B1;;sich etwas überlegen;réfléchir à qch;to think sth over;Sie überlegt sich, ob sie sich einbürgern lässt.;Elle réfléchit à demander la naturalisation.;She is thinking over whether to apply for naturalization.
verbe;B1;;sich vorbereiten;se préparer à;to prepare for;Ich bereite mich auf die Prüfung vor.;Je me prépare à l'examen.;I'm preparing for the exam.
verbe;B1;;sich melden;donner de ses nouvelles, se manifester;to get in touch;Ich melde mich morgen bei dir.;Je te donne des nouvelles demain.;I'll get in touch with you tomorrow.
verbe;B1;;sich halten;s'en tenir à, respecter;to stick to;Ich halte mich an die Regeln.;Je m'en tiens aux règles.;I stick to the rules.
verbe;B1;;sich verstehen;bien s'entendre avec;to get along with;Ich verstehe mich gut mit meinen Kollegen.;Je m'entends bien avec mes collègues.;I get along well with my colleagues.
verbe;B1;;sich legen;"s'allonger ; se calmer (vent, colère)";"to lie down; to die down";Ich lege mich aufs Sofa.;Je m'allonge sur le canapé.;I lie down on the sofa.
verbe;B1;;unterhalten;"entretenir (qch) ; divertir (qn)";"to maintain; to entertain";Die Stadt unterhält drei Bibliotheken.;La ville entretient trois bibliothèques.;The city maintains three libraries.
verbe;B1;;abmachen;"convenir de ; enlever";"to agree on; to take off";Wir machen einen Termin ab.;Nous convenons d'un rendez-vous.;We're agreeing on an appointment.
verbe;B1;;abonnieren;s'abonner à;to subscribe to;Ich abonniere die Zeitung.;Je m'abonne au journal.;I subscribe to the newspaper.
verbe;B1;;analysieren;analyser;to analyse;Wir analysieren die Zahlen genau.;Nous analysons les chiffres en détail.;We analyse the figures closely.
verbe;B1;;anbieten;proposer, offrir;to offer;Die Firma bietet mir eine Stelle an.;L'entreprise me propose un poste.;The company is offering me a job.
verbe;B1;;anerkennen;reconnaître (officiellement);to recognise (officially);Das Amt erkennt mein Diplom an.;L'administration reconnaît mon diplôme.;The authority recognises my diploma.
verbe;B1;;anschaffen;acquérir, faire l'acquisition de;to purchase;Wir schaffen einen neuen Kühlschrank an.;Nous faisons l'acquisition d'un nouveau réfrigérateur.;We're purchasing a new fridge.
verbe;B1;;auffallen;frapper, se remarquer;to stand out, to be noticed;Mir fällt auf, dass du müde bist.;Je remarque que tu es fatigué.;I notice that you're tired.
verbe;B1;;aufführen;représenter, jouer (une pièce);to perform;Das Theater führt ein neues Stück auf.;Le théâtre joue une nouvelle pièce.;The theatre is performing a new play.
verbe;B1;;auflösen;"dissoudre ; résoudre";"to dissolve; to resolve";Man löst die Tablette in Wasser auf.;On dissout le comprimé dans l'eau.;You dissolve the tablet in water.
verbe;B1;;aufschreiben;noter, écrire;to write down;Ich schreibe die Adresse auf.;Je note l'adresse.;I'm writing down the address.
verbe;B1;;ausfallen;être annulé, ne pas avoir lieu;to be cancelled;Der Unterricht fällt heute aus.;Le cours est annulé aujourd'hui.;The lesson is cancelled today.
verbe;B1;;ausgehen;sortir (le soir);to go out;Am Freitag gehen wir aus.;Vendredi, nous sortons.;On Friday we're going out.
verbe;B1;;ausstellen;"exposer ; délivrer (un document)";"to exhibit; to issue";Das Amt stellt Ihnen eine Bescheinigung aus.;L'administration vous délivre une attestation.;The authority issues you a certificate.
verbe;B1;;auswählen;sélectionner, choisir;to select;Wählen Sie bitte drei Fotos aus.;Sélectionnez trois photos, s'il vous plaît.;Please select three photos.
verbe;B1;;beachten;respecter, tenir compte de;to observe, to take note of;Bitte beachten Sie die Öffnungszeiten.;Veuillez tenir compte des heures d'ouverture.;Please note the opening hours.
verbe;B1;;bedienen;"servir (un client) ; utiliser (un appareil)";"to serve; to operate";Der Kellner bedient uns sehr freundlich.;Le serveur nous sert très aimablement.;The waiter serves us very kindly.
verbe;B1;;begegnen;rencontrer (par hasard);to meet, to come across;Ich begegne ihm oft im Park.;Je le rencontre souvent au parc.;I often run into him in the park.
verbe;B1;;behindern;gêner, entraver;to hinder, to obstruct;Das Auto behindert den Verkehr.;La voiture gêne la circulation.;The car is obstructing the traffic.
verbe;B1;;benötigen;avoir besoin de, nécessiter;to require;Für den Antrag benötigen Sie einen Ausweis.;Pour la demande, vous avez besoin d'une pièce d'identité.;For the application you require an ID.
verbe;B1;;berichten;rapporter, raconter;to report;Die Zeitung berichtet über den Unfall.;Le journal rend compte de l'accident.;The newspaper reports on the accident.
verbe;B1;;beschreiben;décrire;to describe;Beschreiben Sie bitte den Weg.;Décrivez le chemin, s'il vous plaît.;Please describe the way.
verbe;B1;;beschränken;limiter, restreindre;to limit;Die Stadt beschränkt den Verkehr im Zentrum.;La ville limite la circulation au centre.;The city limits traffic in the centre.
verbe;B1;;beschäftigen;"occuper ; employer";"to occupy; to employ";Die Firma beschäftigt fünfzig Leute.;L'entreprise emploie cinquante personnes.;The company employs fifty people.
verbe;B1;;besetzen;occuper (une place);to occupy;Die Plätze am Fenster sind schon besetzt.;Les places près de la fenêtre sont déjà occupées.;The seats by the window are already taken.
verbe;B1;;besorgen;se procurer, aller chercher;to get, to obtain;Ich besorge die Getränke für das Fest.;Je me charge des boissons pour la fête.;I'll get the drinks for the party.
verbe;B1;;besprechen;discuter de, examiner ensemble;to discuss;Wir besprechen das morgen im Team.;Nous en discuterons demain en équipe.;We'll discuss it in the team tomorrow.
verbe;B1;;betrügen;tromper, escroquer;to cheat, to deceive;Der Händler betrügt seine Kunden.;Le commerçant escroque ses clients.;The trader cheats his customers.
verbe;B1;;chatten;clavarder, discuter en ligne;to chat online;Abends chatte ich mit meiner Familie.;Le soir, je clavarde avec ma famille.;In the evening I chat with my family.
verbe;B1;;eilen;"se hâter ; être urgent";"to hurry; to be urgent";Die Sache eilt nicht.;L'affaire n'est pas urgente.;The matter isn't urgent.
verbe;B1;;einbrechen;cambrioler, pénétrer par effraction;to break in;Nachts bricht jemand in den Laden ein.;La nuit, quelqu'un s'introduit dans le magasin.;At night someone breaks into the shop.
verbe;B1;;einnehmen;prendre (un médicament);to take (medicine);Nehmen Sie die Tablette morgens ein.;Prenez le comprimé le matin.;Take the tablet in the morning.
verbe;B1;;einschalten;allumer, mettre en marche;to switch on;Ich schalte den Fernseher ein.;J'allume la télévision.;I'm switching on the television.
verbe;B1;;einsetzen;employer, mettre en œuvre;to deploy, to use;Die Stadt setzt mehr Busse ein.;La ville met en service plus de bus.;The city is deploying more buses.
verbe;B1;;eintragen;inscrire, saisir;to enter, to register;Tragen Sie bitte Ihren Namen ein.;Inscrivez votre nom, s'il vous plaît.;Please enter your name.
verbe;B1;;eintreten;"entrer ; adhérer";"to enter; to join";Sie tritt in den Verein ein.;Elle adhère à l'association.;She joins the club.
verbe;B1;;entlassen;"licencier ; laisser sortir";"to dismiss; to discharge";Die Firma entlässt zehn Mitarbeiter.;L'entreprise licencie dix employés.;The company is dismissing ten employees.
verbe;B1;;enttäuschen;décevoir;to disappoint;Das Ergebnis enttäuscht mich.;Le résultat me déçoit.;The result disappoints me.
verbe;B1;;erfüllen;remplir, satisfaire (une condition);to fulfil, to meet;Sie erfüllt alle Bedingungen für die Stelle.;Elle remplit toutes les conditions pour le poste.;She meets all the conditions for the job.
verbe;B1;;erleben;vivre, connaître (une expérience);to experience;Auf der Reise erleben wir viel.;Pendant le voyage, nous vivons beaucoup de choses.;On the trip we experience a lot.
verbe;B1;;erleichtern;faciliter, soulager;to make easier, to relieve;Der Computer erleichtert die Arbeit.;L'ordinateur facilite le travail.;The computer makes the work easier.
verbe;B1;;ernähren;nourrir, alimenter;to feed, to nourish;Mit diesem Lohn ernährt er eine Familie.;Avec ce salaire, il nourrit une famille.;On this wage he feeds a family.
verbe;B1;;erstellen;établir, créer (un document);to create, to draw up;Ich erstelle eine Liste mit allen Namen.;J'établis une liste avec tous les noms.;I'm creating a list with all the names.
verbe;B1;;faxen;faxer, envoyer par télécopie;to fax;Ich faxe Ihnen das Formular sofort.;Je vous faxe le formulaire tout de suite.;I'll fax you the form right away.
verbe;B1;;festsetzen;fixer, déterminer;to set, to fix;Wir setzen den Termin auf Montag fest.;Nous fixons le rendez-vous au lundi.;We're setting the date for Monday.
verbe;B1;;fliehen;fuir, s'enfuir;to flee;Viele Menschen fliehen vor dem Krieg.;Beaucoup de gens fuient la guerre.;Many people flee from the war.
verbe;B1;;fließen;couler;to flow;Der Fluss fließt durch die Stadt.;La rivière traverse la ville.;The river flows through the city.
verbe;B1;;gebrauchen;employer, se servir de;to use;Dieses Wort gebraucht man selten.;Ce mot s'emploie rarement.;This word is rarely used.
