niveau;infinitif;traduction;regime;preposition;sans_complement;reflechi;temps;phrase_de;phrase_fr;phrase_en
B1;überreden;persuader;Akkusativ;zu + Dativ;;;Präsens;Sie überredet mich, beim Rennen mitzumachen.;Elle me persuade de participer à la course.;She persuades me to take part in the race.
B1;überreden;persuader;Akkusativ;zu + Dativ;;;Perfekt;Sie hat mich überredet, beim Rennen mitzumachen.;Elle m'a persuadé de participer à la course.;She persuaded me to take part in the race.
B1;überreden;persuader;Akkusativ;zu + Dativ;;;Präteritum;Sie überredete mich, beim Rennen mitzumachen.;Elle m'a persuadé de participer à la course.;She persuaded me to take part in the race.
B1;überreden;persuader;Akkusativ;zu + Dativ;;;Konjunktiv II;Zu einem Marathon würde mich niemand überreden.;Personne ne me persuaderait de faire un marathon.;Nobody would persuade me to run a marathon.
B1;dabei sein;participer, être présent;;;oui;;Präsens;Beim nächsten Marathon bin ich dabei.;Je participe au prochain marathon.;I'll be taking part in the next marathon.
B1;dabei sein;participer, être présent;;;oui;;Perfekt;Beim letzten Marathon bin ich auch dabei gewesen.;J'ai aussi participé au dernier marathon.;I took part in the last marathon too.
B1;dabei sein;participer, être présent;;;oui;;Präteritum;Beim letzten Marathon war ich auch dabei.;J'étais aussi du dernier marathon.;I was there for the last marathon too.
B1;dabei sein;participer, être présent;;;oui;;Konjunktiv II;Beim nächsten Rennen würde ich gern dabei sein.;J'aimerais participer à la prochaine course.;I would like to take part in the next race.
B1;halten;tenir, arrêter (le ballon);Akkusativ;;;;Präsens;Der Tormann hält den letzten Elfmeter.;Le gardien arrête le dernier penalty.;The goalkeeper saves the last penalty.
B1;halten;tenir, arrêter (le ballon);Akkusativ;;;;Perfekt;Der Tormann hat den letzten Elfmeter gehalten.;Le gardien a arrêté le dernier penalty.;The goalkeeper saved the last penalty.
B1;halten;tenir, arrêter (le ballon);Akkusativ;;;;Präteritum;Der Tormann hielt den letzten Elfmeter.;Le gardien a arrêté le dernier penalty.;The goalkeeper saved the last penalty.
B1;halten;tenir, arrêter (le ballon);Akkusativ;;;;Konjunktiv II;Diesen Ball würde kein Torwart halten.;Aucun gardien n'arrêterait ce ballon.;No goalkeeper would save that ball.
B1;kleben;coller;Akkusativ;;;;Präsens;Das Kind klebt Bilder in sein Fotoalbum.;L'enfant colle des images dans son album photo.;The child glues pictures into his photo album.
B1;kleben;coller;Akkusativ;;;;Perfekt;Das Kind hat Bilder in sein Fotoalbum geklebt.;L'enfant a collé des images dans son album photo.;The child glued pictures into his photo album.
B1;kleben;coller;Akkusativ;;;;Präteritum;Das Kind klebte Bilder in sein Fotoalbum.;L'enfant collait des images dans son album photo.;The child glued pictures into his photo album.
B1;kleben;coller;Akkusativ;;;;Konjunktiv II;Ich würde die Fotos lieber ins Album kleben.;Je collerais plutôt les photos dans l'album.;I would rather glue the photos into the album.
B1;sich etwas leisten;se permettre qch;Akkusativ;;;oui;Präsens;Sie können sich diesen Urlaub gerade nicht leisten.;Ils ne peuvent pas se permettre ces vacances en ce moment.;They can't afford this vacation right now.
B1;sich etwas leisten;se permettre qch;Akkusativ;;;oui;Perfekt;Sie haben sich diesen Urlaub nicht geleistet.;Ils ne se sont pas permis ces vacances.;They did not treat themselves to this vacation.
B1;sich etwas leisten;se permettre qch;Akkusativ;;;oui;Präteritum;Sie leisteten sich diesen Urlaub nicht.;Ils ne se permettaient pas ces vacances.;They did not afford themselves this vacation.
B1;sich etwas leisten;se permettre qch;Akkusativ;;;oui;Konjunktiv II;Diesen Urlaub würde ich mir nicht leisten.;Je ne me permettrais pas ces vacances.;I would not afford this vacation.
B1;loslassen;lâcher;Akkusativ;;;;Präsens;Die Mutter lässt langsam die Hand ihres Kindes los.;La mère lâche lentement la main de son enfant.;The mother slowly lets go of her child's hand.
B1;loslassen;lâcher;Akkusativ;;;;Perfekt;Die Mutter hat die Hand ihres Kindes losgelassen.;La mère a lâché la main de son enfant.;The mother let go of her child's hand.
B1;loslassen;lâcher;Akkusativ;;;;Präteritum;Die Mutter ließ langsam die Hand ihres Kindes los.;La mère lâchait lentement la main de son enfant.;The mother slowly let go of her child's hand.
B1;loslassen;lâcher;Akkusativ;;;;Konjunktiv II;Die Hand meines Kindes würde ich hier nicht loslassen.;Je ne lâcherais pas la main de mon enfant ici.;I would not let go of my child's hand here.
B1;sich etwas teilen;partager qch;Akkusativ;;;oui;Präsens;Die Geschwister teilen sich ein Zimmer.;Les frères et sœurs partagent une chambre.;The siblings share a room.
B1;sich etwas teilen;partager qch;Akkusativ;;;oui;Perfekt;Die Geschwister haben sich ein Zimmer geteilt.;Les frères et sœurs ont partagé une chambre.;The siblings shared a room.
B1;sich etwas teilen;partager qch;Akkusativ;;;oui;Präteritum;Die Geschwister teilten sich ein Zimmer.;Les frères et sœurs partageaient une chambre.;The siblings shared a room.
B1;sich etwas teilen;partager qch;Akkusativ;;;oui;Konjunktiv II;Ein Zimmer würde ich mir nicht teilen.;Je ne partagerais pas une chambre.;I would not share a room.
B1;sich trennen;se séparer;;von + Dativ;;oui;Präsens;Er trennt sich von seiner Frau.;Il se sépare de sa femme.;He is separating from his wife.
B1;sich trennen;se séparer;;von + Dativ;;oui;Perfekt;Die beiden haben sich nach zehn Jahren getrennt.;Les deux se sont séparés après dix ans.;The two separated after ten years.
B1;sich trennen;se séparer;;von + Dativ;;oui;Präteritum;Die beiden trennten sich nach zehn Jahren.;Les deux se sont séparés après dix ans.;The two separated after ten years.
B1;sich trennen;se séparer;;von + Dativ;;oui;Konjunktiv II;Nach so vielen Jahren würde ich mich nicht trennen.;Après tant d'années, je ne me séparerais pas.;After so many years, I would not separate.
B1;verreisen;partir en voyage;;;oui;;Präsens;Wir verreisen dieses Jahr mit der ganzen Familie.;Nous partons en voyage avec toute la famille cette année.;We're going on a trip with the whole family this year.
B1;verreisen;partir en voyage;;;oui;;Perfekt;Wir sind mit der ganzen Familie verreist.;Nous sommes partis en voyage avec toute la famille.;We went on a trip with the whole family.
B1;verreisen;partir en voyage;;;oui;;Präteritum;Wir verreisten mit der ganzen Familie.;Nous partions en voyage avec toute la famille.;We traveled with the whole family.
B1;verreisen;partir en voyage;;;oui;;Konjunktiv II;Im Sommer würden wir gern verreisen.;Nous aimerions partir en voyage cet été.;We would like to go on a trip in summer.
B1;wert sein;valoir la peine;Akkusativ;;;;Präsens;Diese Erfahrung ist die Mühe wert.;Cette expérience vaut la peine.;This experience is worth the effort.
B1;wert sein;valoir la peine;Akkusativ;;;;Perfekt;Diese Erfahrung ist die Mühe wert gewesen.;Cette expérience a valu la peine.;This experience has been worth the effort.
B1;wert sein;valoir la peine;Akkusativ;;;;Präteritum;Diese Erfahrung war die Mühe wert.;Cette expérience valait la peine.;This experience was worth the effort.
B1;wert sein;valoir la peine;Akkusativ;;;;Konjunktiv II;Ein zweiter Versuch wäre die Mühe wert.;Un deuxième essai vaudrait la peine.;A second attempt would be worth the effort.
B1;abwaschen;laver la vaisselle;Akkusativ;;;;Präsens;Nach dem Essen wäscht er das Geschirr ab.;Après le repas, il fait la vaisselle.;After the meal, he does the dishes.
B1;abwaschen;laver la vaisselle;Akkusativ;;;;Perfekt;Nach dem Essen hat er das Geschirr abgewaschen.;Après le repas, il a fait la vaisselle.;After the meal, he did the dishes.
B1;abwaschen;laver la vaisselle;Akkusativ;;;;Präteritum;Nach dem Essen wusch er das Geschirr ab.;Après le repas, il faisait la vaisselle.;After the meal, he did the dishes.
B1;abwaschen;laver la vaisselle;Akkusativ;;;;Konjunktiv II;Ich würde das Geschirr sofort abwaschen.;Je ferais la vaisselle tout de suite.;I would do the dishes right away.
B1;ankommen;arriver (sur qch), dépendre de;;auf + Akkusativ;;;Präsens;Es kommt darauf an, wie viel Zeit wir haben.;Cela dépend du temps dont nous disposons.;It depends on how much time we have.
B1;ankommen;arriver (sur qch), dépendre de;;auf + Akkusativ;;;Perfekt;Es ist immer darauf angekommen, wie viel Zeit wir hatten.;Cela a toujours dépendu du temps dont nous disposions.;It always depended on how much time we had.
B1;ankommen;arriver (sur qch), dépendre de;;auf + Akkusativ;;;Präteritum;Es kam darauf an, wie viel Zeit wir hatten.;Cela dépendait du temps dont nous disposions.;It depended on how much time we had.
B1;ankommen;arriver (sur qch), dépendre de;;auf + Akkusativ;;;Konjunktiv II;Es würde darauf ankommen, wie viel Zeit wir haben.;Cela dépendrait du temps dont nous disposons.;It would depend on how much time we have.
B1;aufgeben;abandonner, renoncer;Akkusativ;;;;Präsens;Sie gibt ihre Karriere für die Familie nicht auf.;Elle n'abandonne pas sa carrière pour sa famille.;She does not give up her career for her family.
B1;aufgeben;abandonner, renoncer;Akkusativ;;;;Perfekt;Sie hat ihre Karriere für die Familie nicht aufgegeben.;Elle n'a pas abandonné sa carrière pour sa famille.;She did not give up her career for her family.
B1;aufgeben;abandonner, renoncer;Akkusativ;;;;Präteritum;Sie gab ihre Karriere für die Familie nicht auf.;Elle n'abandonnait pas sa carrière pour sa famille.;She did not give up her career for her family.
B1;aufgeben;abandonner, renoncer;Akkusativ;;;;Konjunktiv II;Meine Karriere würde ich dafür nicht aufgeben.;Je n'abandonnerais pas ma carrière pour ça.;I would not give up my career for that.
B1;behandeln;traiter;Akkusativ;;;;Präsens;Die Eltern behandeln beide Kinder gleich.;Les parents traitent les deux enfants de la même façon.;The parents treat both children the same way.
B1;behandeln;traiter;Akkusativ;;;;Perfekt;Die Eltern haben beide Kinder gleich behandelt.;Les parents ont traité les deux enfants de la même façon.;The parents treated both children the same way.
B1;behandeln;traiter;Akkusativ;;;;Präteritum;Die Eltern behandelten beide Kinder gleich.;Les parents traitaient les deux enfants de la même façon.;The parents treated both children the same way.
B1;behandeln;traiter;Akkusativ;;;;Konjunktiv II;Ich würde beide Kinder gleich behandeln.;Je traiterais les deux enfants de la même façon.;I would treat both children the same way.
B1;bringen;apporter, amener;Akkusativ;;;;Präsens;Er bringt die Kinder jeden Morgen zur Kita.;Il amène les enfants à la crèche tous les matins.;He takes the children to daycare every morning.
B1;bringen;apporter, amener;Akkusativ;;;;Perfekt;Er hat die Kinder zur Kita gebracht.;Il a amené les enfants à la crèche.;He took the children to daycare.
B1;bringen;apporter, amener;Akkusativ;;;;Präteritum;Er brachte die Kinder jeden Morgen zur Kita.;Il amenait les enfants à la crèche tous les matins.;He took the children to daycare every morning.
B1;bringen;apporter, amener;Akkusativ;;;;Konjunktiv II;Ich würde die Kinder gern mit dem Rad zur Kita bringen.;J'amènerais volontiers les enfants à la crèche à vélo.;I would gladly take the children to daycare by bike.
B1;erziehen;élever (un enfant);Akkusativ;;;;Präsens;Sie erziehen ihre Kinder sehr liebevoll.;Ils élèvent leurs enfants avec beaucoup d'affection.;They raise their children very lovingly.
B1;erziehen;élever (un enfant);Akkusativ;;;;Perfekt;Sie haben ihre Kinder sehr liebevoll erzogen.;Ils ont élevé leurs enfants avec beaucoup d'affection.;They raised their children very lovingly.
B1;erziehen;élever (un enfant);Akkusativ;;;;Präteritum;Sie erzogen ihre Kinder sehr liebevoll.;Ils élevaient leurs enfants avec beaucoup d'affection.;They raised their children very lovingly.
B1;erziehen;élever (un enfant);Akkusativ;;;;Konjunktiv II;Ich würde meine Kinder ähnlich erziehen.;J'élèverais mes enfants de façon semblable.;I would raise my children in a similar way.
B1;entgegennehmen;recevoir, accepter (une remise);Akkusativ;;;;Präsens;Der Empfang nimmt die Pakete für die Mieter entgegen.;La réception reçoit les colis pour les locataires.;The reception accepts packages for the tenants.
B1;entgegennehmen;recevoir, accepter (une remise);Akkusativ;;;;Perfekt;Der Empfang hat die Pakete für die Mieter entgegengenommen.;La réception a reçu les colis pour les locataires.;The reception accepted the packages for the tenants.
B1;entgegennehmen;recevoir, accepter (une remise);Akkusativ;;;;Präteritum;Der Empfang nahm die Pakete für die Mieter entgegen.;La réception recevait les colis pour les locataires.;The reception accepted the packages for the tenants.
B1;entgegennehmen;recevoir, accepter (une remise);Akkusativ;;;;Konjunktiv II;Ich würde das Paket gern für dich entgegennehmen.;Je recevrais volontiers le colis pour toi.;I would gladly accept the package for you.
B1;frustrieren;frustrer;Akkusativ;;;;Präsens;Die lange Wartezeit frustriert viele Kunden.;La longue attente frustre beaucoup de clients.;The long wait frustrates many customers.
B1;frustrieren;frustrer;Akkusativ;;;;Perfekt;Die lange Wartezeit hat viele Kunden frustriert.;La longue attente a frustré beaucoup de clients.;The long wait frustrated many customers.
B1;frustrieren;frustrer;Akkusativ;;;;Präteritum;Die lange Wartezeit frustrierte viele Kunden.;La longue attente frustrait beaucoup de clients.;The long wait frustrated many customers.
B1;frustrieren;frustrer;Akkusativ;;;;Konjunktiv II;Eine so lange Wartezeit würde jeden frustrieren.;Une attente aussi longue frustrerait n'importe qui.;Such a long wait would frustrate anyone.
B1;montieren;monter, assembler;Akkusativ;;;;Präsens;Der Techniker montiert die neue Klimaanlage.;Le technicien monte le nouveau climatiseur.;The technician assembles the new air conditioner.
B1;montieren;monter, assembler;Akkusativ;;;;Perfekt;Der Techniker hat die neue Klimaanlage montiert.;Le technicien a monté le nouveau climatiseur.;The technician assembled the new air conditioner.
B1;montieren;monter, assembler;Akkusativ;;;;Präteritum;Der Techniker montierte die neue Klimaanlage.;Le technicien montait le nouveau climatiseur.;The technician assembled the new air conditioner.
B1;montieren;monter, assembler;Akkusativ;;;;Konjunktiv II;Die Klimaanlage würde ich lieber im Frühling montieren.;Je monterais plutôt le climatiseur au printemps.;I would rather install the air conditioner in spring.
B1;zusammenbleiben;rester ensemble;;;oui;;Präsens;Die beiden Freunde bleiben seit der Schule zusammen.;Les deux amis restent ensemble depuis l'école.;The two friends have stayed together since school.
B1;zusammenbleiben;rester ensemble;;;oui;;Perfekt;Die beiden Freunde sind seit der Schule zusammengeblieben.;Les deux amis sont restés ensemble depuis l'école.;The two friends have stayed together since school.
B1;zusammenbleiben;rester ensemble;;;oui;;Präteritum;Die beiden Freunde blieben nach der Schule zusammen.;Les deux amis sont restés ensemble après l'école.;The two friends stayed together after school.
B1;zusammenbleiben;rester ensemble;;;oui;;Konjunktiv II;Nach dem Umzug würden wir kaum zusammenbleiben.;Après le déménagement, nous resterions difficilement ensemble.;After the move, we would hardly stay together.
B1;sich zusammensetzen;se composer (de qch), s'asseoir ensemble;;aus + Dativ;;oui;Präsens;Das Team setzt sich aus zehn Personen zusammen.;L'équipe se compose de dix personnes.;The team consists of ten people.
B1;sich zusammensetzen;se composer (de qch), s'asseoir ensemble;;aus + Dativ;;oui;Perfekt;Das Team hat sich aus zehn Personen zusammengesetzt.;L'équipe se composait de dix personnes.;The team consisted of ten people.
B1;sich zusammensetzen;se composer (de qch), s'asseoir ensemble;;aus + Dativ;;oui;Präteritum;Das Team setzte sich aus zehn Personen zusammen.;L'équipe se composait de dix personnes.;The team consisted of ten people.
B1;sich zusammensetzen;se composer (de qch), s'asseoir ensemble;;aus + Dativ;;oui;Konjunktiv II;Ein gutes Team würde sich aus verschiedenen Fachleuten zusammensetzen.;Une bonne équipe se composerait de spécialistes différents.;A good team would consist of different specialists.
B1;auftreten;se présenter, se comporter;;;oui;;Präsens;Im Vorstellungsgespräch tritt sie sehr sicher auf.;Lors de l'entretien, elle se présente avec beaucoup d'assurance.;In the job interview she comes across very confidently.
B1;auftreten;se présenter, se comporter;;;oui;;Perfekt;Im Vorstellungsgespräch ist sie sehr sicher aufgetreten.;Lors de l'entretien, elle s'est présentée avec beaucoup d'assurance.;In the job interview she came across very confidently.
B1;auftreten;se présenter, se comporter;;;oui;;Präteritum;Im Vorstellungsgespräch trat sie sehr sicher auf.;Lors de l'entretien, elle se présentait avec assurance.;In the job interview she came across confidently.
B1;auftreten;se présenter, se comporter;;;oui;;Konjunktiv II;Im Gespräch würde ich ruhiger auftreten.;Pendant l'entretien, je me présenterais plus calmement.;In the interview, I would come across more calmly.
B1;auschecken;quitter l'hôtel (check-out);;;oui;;Präsens;Wir checken um elf Uhr aus.;Nous quittons la chambre à onze heures.;We check out at eleven o'clock.
B1;auschecken;quitter l'hôtel (check-out);;;oui;;Perfekt;Wir haben um elf Uhr ausgecheckt.;Nous avons quitté la chambre à onze heures.;We checked out at eleven o'clock.
B1;auschecken;quitter l'hôtel (check-out);;;oui;;Präteritum;Wir checkten um elf Uhr aus.;Nous avons quitté la chambre à onze heures.;We checked out at eleven o'clock.
B1;auschecken;quitter l'hôtel (check-out);;;oui;;Konjunktiv II;Wir würden gern erst um zwölf Uhr auschecken.;Nous aimerions ne quitter la chambre qu'à midi.;We would like to check out only at noon.
B1;einfallen;venir à l'esprit;Dativ;;;;Präsens;Mir fällt gerade kein besseres Wort ein.;Aucun meilleur mot ne me vient à l'esprit pour l'instant.;No better word comes to mind right now.
B1;einfallen;venir à l'esprit;Dativ;;;;Perfekt;Mir ist kein besseres Wort eingefallen.;Aucun meilleur mot ne m'est venu à l'esprit.;No better word came to mind.
B1;einfallen;venir à l'esprit;Dativ;;;;Präteritum;Mir fiel kein besseres Wort ein.;Aucun meilleur mot ne me venait à l'esprit.;No better word came to mind.
B1;einfallen;venir à l'esprit;Dativ;;;;Konjunktiv II;Dir würde bestimmt ein besseres Wort einfallen.;Un meilleur mot te viendrait sûrement à l'esprit.;A better word would surely come to your mind.
B1;einreichen;déposer, soumettre (un dossier);Akkusativ;;;;Präsens;Sie reicht ihre Bewerbung heute ein.;Elle dépose sa candidature aujourd'hui.;She submits her application today.
B1;einreichen;déposer, soumettre (un dossier);Akkusativ;;;;Perfekt;Sie hat ihre Bewerbung gestern eingereicht.;Elle a soumis sa candidature hier.;She submitted her application yesterday.
B1;einreichen;déposer, soumettre (un dossier);Akkusativ;;;;Präteritum;Sie reichte ihre Bewerbung gestern ein.;Elle a soumis sa candidature hier.;She submitted her application yesterday.
B1;einreichen;déposer, soumettre (un dossier);Akkusativ;;;;Konjunktiv II;Die Bewerbung würde ich online einreichen.;Je déposerais la candidature en ligne.;I would submit the application online.
B1;verleihen;prêter (contre paiement ou honneur);Akkusativ;;;;Präsens;Der Verein verleiht Fahrräder an seine Mitglieder.;L'association prête des vélos à ses membres.;The club lends bikes to its members.
B1;verleihen;prêter (contre paiement ou honneur);Akkusativ;;;;Perfekt;Der Verein hat Fahrräder an seine Mitglieder verliehen.;L'association a prêté des vélos à ses membres.;The club lent bikes to its members.
B1;verleihen;prêter (contre paiement ou honneur);Akkusativ;;;;Präteritum;Der Verein verlieh Fahrräder an seine Mitglieder.;L'association prêtait des vélos à ses membres.;The club lent bikes to its members.
B1;verleihen;prêter (contre paiement ou honneur);Akkusativ;;;;Konjunktiv II;Mein eigenes Fahrrad würde ich nicht verleihen.;Je ne prêterais pas mon propre vélo.;I would not lend out my own bike.
B1;sich verpflichten;s'engager à (faire qch);;zu + Dativ;;oui;Präsens;Sie verpflichtet sich, jede Woche zu helfen.;Elle s'engage à aider chaque semaine.;She commits to helping every week.
B1;sich verpflichten;s'engager à (faire qch);;zu + Dativ;;oui;Perfekt;Sie hat sich verpflichtet, jede Woche zu helfen.;Elle s'est engagée à aider chaque semaine.;She has committed to helping every week.
B1;sich verpflichten;s'engager à (faire qch);;zu + Dativ;;oui;Präteritum;Sie verpflichtete sich, jede Woche zu helfen.;Elle s'engageait à aider chaque semaine.;She committed to helping every week.
B1;sich verpflichten;s'engager à (faire qch);;zu + Dativ;;oui;Konjunktiv II;Zu so einer Aufgabe würde ich mich nicht verpflichten.;Je ne m'engagerais pas pour une telle tâche.;I would not commit to such a task.
B1;zusammenkommen;se réunir;;;oui;;Präsens;Die Freiwilligen kommen jeden Montag zusammen.;Les bénévoles se réunissent chaque lundi.;The volunteers meet every Monday.
B1;zusammenkommen;se réunir;;;oui;;Perfekt;Die Freiwilligen sind jeden Montag zusammengekommen.;Les bénévoles se sont réunis chaque lundi.;The volunteers met every Monday.
B1;zusammenkommen;se réunir;;;oui;;Präteritum;Die Freiwilligen kamen jeden Montag zusammen.;Les bénévoles se réunissaient chaque lundi.;The volunteers met every Monday.
B1;zusammenkommen;se réunir;;;oui;;Konjunktiv II;Einmal im Monat würden wir gern zusammenkommen.;Nous aimerions nous réunir une fois par mois.;We would like to come together once a month.
B1;absagen;annuler, décliner;Akkusativ;;;;Präsens;Er sagt den Termin kurzfristig ab.;Il annule le rendez-vous à la dernière minute.;He cancels the appointment at short notice.
B1;absagen;annuler, décliner;Akkusativ;;;;Perfekt;Er hat den Termin leider abgesagt.;Il a malheureusement annulé le rendez-vous.;He unfortunately cancelled the appointment.
B1;absagen;annuler, décliner;Akkusativ;;;;Präteritum;Er sagte den Termin leider ab.;Il a malheureusement annulé le rendez-vous.;He unfortunately cancelled the appointment.
B1;absagen;annuler, décliner;Akkusativ;;;;Konjunktiv II;Den Termin würde ich nur im Notfall absagen.;Je n'annulerais le rendez-vous qu'en cas d'urgence.;I would cancel the appointment only in an emergency.
B1;aufpumpen;gonfler (un pneu);Akkusativ;;;;Präsens;Er pumpt den Reifen vor der Tour auf.;Il gonfle le pneu avant la sortie.;He pumps up the tire before the ride.
B1;aufpumpen;gonfler (un pneu);Akkusativ;;;;Perfekt;Er hat den Reifen vor der Tour aufgepumpt.;Il a gonflé le pneu avant la sortie.;He pumped up the tire before the ride.
B1;aufpumpen;gonfler (un pneu);Akkusativ;;;;Präteritum;Er pumpte den Reifen vor der Tour auf.;Il gonflait le pneu avant la sortie.;He pumped up the tire before the ride.
B1;aufpumpen;gonfler (un pneu);Akkusativ;;;;Konjunktiv II;Könntest du mir den Reifen aufpumpen?;Pourrais-tu me gonfler le pneu ?;Could you pump up my tire for me?
B1;auswechseln;remplacer, changer;Akkusativ;;;;Präsens;Der Trainer wechselt den Torwart in der Pause aus.;L'entraîneur remplace le gardien à la mi-temps.;The coach swaps out the goalkeeper at halftime.
B1;auswechseln;remplacer, changer;Akkusativ;;;;Perfekt;Der Trainer hat den Torwart in der Pause ausgewechselt.;L'entraîneur a remplacé le gardien à la mi-temps.;The coach swapped out the goalkeeper at halftime.
B1;auswechseln;remplacer, changer;Akkusativ;;;;Präteritum;Der Trainer wechselte den Torwart in der Pause aus.;L'entraîneur remplaçait le gardien à la mi-temps.;The coach swapped out the goalkeeper at halftime.
B1;auswechseln;remplacer, changer;Akkusativ;;;;Konjunktiv II;An seiner Stelle würde ich den Torwart auswechseln.;À sa place, je remplacerais le gardien.;In his place, I would swap out the goalkeeper.
B1;sich bedanken;remercier (pour qch);;bei + Dativ / für + Akkusativ;;oui;Präsens;Ich bedanke mich für Ihre Hilfe.;Je vous remercie pour votre aide.;I thank you for your help.
B1;sich bedanken;remercier (pour qch);;bei + Dativ / für + Akkusativ;;oui;Perfekt;Ich habe mich für Ihre Hilfe bedankt.;Je vous ai remercié pour votre aide.;I thanked you for your help.
B1;sich bedanken;remercier (pour qch);;bei + Dativ / für + Akkusativ;;oui;Präteritum;Ich bedankte mich für Ihre Hilfe.;Je vous remerciais pour votre aide.;I thanked you for your help.
B1;sich bedanken;remercier (pour qch);;bei + Dativ / für + Akkusativ;;oui;Konjunktiv II;Bei ihr würde ich mich persönlich bedanken.;Je la remercierais personnellement.;I would thank her personally.
B1;sich einsetzen;s'engager (pour qch);;für + Akkusativ;;oui;Präsens;Sie setzt sich für Menschen mit Behinderung ein.;Elle s'engage pour les personnes handicapées.;She advocates for people with disabilities.
B1;sich einsetzen;s'engager (pour qch);;für + Akkusativ;;oui;Perfekt;Sie hat sich für Menschen mit Behinderung eingesetzt.;Elle s'est engagée pour les personnes handicapées.;She advocated for people with disabilities.
B1;sich einsetzen;s'engager (pour qch);;für + Akkusativ;;oui;Präteritum;Sie setzte sich für Menschen mit Behinderung ein.;Elle s'engageait pour les personnes handicapées.;She advocated for people with disabilities.
B1;sich einsetzen;s'engager (pour qch);;für + Akkusativ;;oui;Konjunktiv II;Für dieses Ziel würde ich mich auch einsetzen.;Je m'engagerais aussi pour cet objectif.;I would advocate for this goal as well.
B1;sich entwickeln;se développer;;zu + Dativ;;oui;Präsens;Das kleine Projekt entwickelt sich zu einem großen Erfolg.;Le petit projet se transforme en grand succès.;The small project is developing into a big success.
B1;sich entwickeln;se développer;;zu + Dativ;;oui;Perfekt;Das Ehrenamt hat sich in den letzten Jahren stark entwickelt.;Le bénévolat s'est beaucoup développé ces dernières années.;Volunteering has developed a lot in recent years.
B1;sich entwickeln;se développer;;zu + Dativ;;oui;Präteritum;Das Ehrenamt entwickelte sich in den letzten Jahren stark.;Le bénévolat se développait beaucoup ces dernières années.;Volunteering developed a lot in recent years.
B1;sich entwickeln;se développer;;zu + Dativ;;oui;Konjunktiv II;Mit mehr Geld würde sich das Projekt schneller entwickeln.;Avec plus d'argent, le projet se développerait plus vite.;With more money, the project would develop faster.
B1;erfordern;exiger, nécessiter;Akkusativ;;;;Präsens;Diese Aufgabe erfordert viel Geduld.;Cette tâche exige beaucoup de patience.;This task requires a lot of patience.
B1;erfordern;exiger, nécessiter;Akkusativ;;;;Perfekt;Diese Aufgabe hat viel Geduld erfordert.;Cette tâche a exigé beaucoup de patience.;This task required a lot of patience.
B1;erfordern;exiger, nécessiter;Akkusativ;;;;Präteritum;Diese Aufgabe erforderte viel Geduld.;Cette tâche exigeait beaucoup de patience.;This task required a lot of patience.
B1;erfordern;exiger, nécessiter;Akkusativ;;;;Konjunktiv II;Ein solches Projekt würde viel Geduld erfordern.;Un tel projet exigerait beaucoup de patience.;Such a project would require a lot of patience.
B1;abrechnen;facturer, faire les comptes;Akkusativ;;;;Präsens;Die Firma rechnet die Kosten am Monatsende ab.;L'entreprise règle les comptes à la fin du mois.;The company settles the costs at the end of the month.
B1;abrechnen;facturer, faire les comptes;Akkusativ;;;;Perfekt;Die Firma hat die Kosten am Monatsende abgerechnet.;L'entreprise a réglé les comptes à la fin du mois.;The company settled the costs at the end of the month.
B1;abrechnen;facturer, faire les comptes;Akkusativ;;;;Präteritum;Die Firma rechnete die Kosten am Monatsende ab.;L'entreprise réglait les comptes à la fin du mois.;The company settled the costs at the end of the month.
B1;abrechnen;facturer, faire les comptes;Akkusativ;;;;Konjunktiv II;Die Kosten würde ich lieber wöchentlich abrechnen.;Je réglerais plutôt les comptes chaque semaine.;I would rather settle the costs weekly.
B1;anzünden;allumer;Akkusativ;;;;Präsens;Er zündet die Kerzen auf dem Tisch an.;Il allume les bougies sur la table.;He lights the candles on the table.
B1;anzünden;allumer;Akkusativ;;;;Perfekt;Er hat die Kerzen auf dem Tisch angezündet.;Il a allumé les bougies sur la table.;He lit the candles on the table.
B1;anzünden;allumer;Akkusativ;;;;Präteritum;Er zündete die Kerzen auf dem Tisch an.;Il allumait les bougies sur la table.;He lit the candles on the table.
B1;anzünden;allumer;Akkusativ;;;;Konjunktiv II;Die Kerzen würde ich erst nach dem Essen anzünden.;Je n'allumerais les bougies qu'après le repas.;I would light the candles only after the meal.
B1;Sport treiben;faire du sport;Akkusativ;;;;Präsens;Sie treibt regelmäßig Sport im Verein.;Elle fait régulièrement du sport dans un club.;She regularly plays sports in a club.
B1;Sport treiben;faire du sport;Akkusativ;;;;Perfekt;Sie hat jahrelang Sport im Verein getrieben.;Elle a fait du sport en club pendant des années.;She played sports in a club for years.
B1;Sport treiben;faire du sport;Akkusativ;;;;Präteritum;Sie trieb regelmäßig Sport im Verein.;Elle faisait régulièrement du sport dans un club.;She regularly played sports in a club.
B1;Sport treiben;faire du sport;Akkusativ;;;;Konjunktiv II;Mit mehr Zeit würde ich mehr Sport treiben.;Avec plus de temps, je ferais plus de sport.;With more time, I would do more sports.
B1;verbinden;relier, mettre en relation (au téléphone);Akkusativ;mit + Dativ;;;Präsens;Einen Moment bitte, ich verbinde Sie mit der Redaktion.;Un instant s'il vous plaît, je vous mets en relation avec la rédaction.;One moment please, I'll connect you with the editorial office.
